itemid,value,valuenum,valueuom,warning,label,abbreviation,linksto,category,unitname,param_type,lownormalvalue,highnormalvalue
227957,No,,,0.0,Signs of Injury from Intervention,Signs of Injury from Intervention,chartevents,Restraint/Support Systems,,Text,,
227958,Adequate lighting,,,0.0,Less Restrictive Measures,Less Restrictive Measures,chartevents,Restraint/Support Systems,,Text,,
227959,Continued,,,0.0,Restraints Evaluated,Restraints Evaluated,chartevents,Restraint/Support Systems,,Text,,
227960,Yes,,,0.0,Patient/Family Informed,Patient/Family Informed,chartevents,Restraint/Support Systems,,Text,,
227961,3 rails up,,,0.0,Side  Rails,Side  Rails,chartevents,Restraint/Support Systems,,Text,,
226169,1,1.0,,0.0,Subglottal Suctioning,Subglottal Suctioning,chartevents,Treatments,,Checkbox,,
223762,35.4,35.4,°C,0.0,Temperature Celsius,Temperature C,chartevents,Routine Vital Signs,°C,Numeric,,
224297,WNL,,,0.0,Cordis/Introducer Site Appear,Cordis/Introducer Site Appear,chartevents,Access Lines - Invasive,,Text,,
226109,0,0.0,,0.0,Cordis/Introducer placed in outside facility,Cordis/Introducer placed in outside facility,chartevents,Access Lines - Invasive,,Checkbox,,
227350,1,1.0,,0.0,Cordis/Introducer Dressing Occlusive,Cordis/Introducer Dressing Occlusive,chartevents,Access Lines - Invasive,,Checkbox,,
227752,Post line placement,,,0.0,Cordis/Introducer Placement Confirmed by X-ray,Cordis/Introducer Placement Confirmed by X-ray,chartevents,Access Lines - Invasive,,Text,,
228924,CI > 2.2,,,0.0,Impaired Tissue Perfusion NCP - Expected outcomes,ITP NCP - Expected outcomes,chartevents,Care Plans,,Text,,
228928,"Assess indices of perfusion (e.g. UO, hemodynamics, etc.)",,,0.0,Impaired Tissue Perfusion NCP - Interventions,ITP NCP - Interventions,chartevents,Care Plans,,Text,,
229100,Yes,,,0.0,Impaired Tissue Perfusion NCP - Plan revised,ITP NCP - Plan revised,chartevents,Care Plans,,Text,,
229101,No,,,0.0,Impaired Tissue Perfusion NCP - Problem resolved,ITP NCP - Problem resolved,chartevents,Care Plans,,Text,,
220245,150,150.0,ml/min,0.0,CO2 production,CO2 production,chartevents,Respiratory,ml/min,Numeric,,
224691,35.6,35.6,L/min,0.0,Flow Rate (L/min),Flow Rate (L/min),chartevents,Respiratory,L/min,Numeric,,
224696,22,22.0,cmH2O,0.0,Plateau Pressure,Plateau Pressure,chartevents,Respiratory,cmH2O,Numeric,,31.0
229314,APV (cmv),9.0,,0.0,Ventilator Mode (Hamilton),Ventilator Mode (Hamilton),chartevents,Respiratory,,Text,,
223837,7.5mm,,,0.0,ETT Size (ID),ETT Size (ID),chartevents,Respiratory,,Text,,
223838,Oral-R,,,0.0,ETT Location,ETT Location,chartevents,Respiratory,,Text,,
224415,23cm,,,0.0,ETT Mark (cm),ETT Mark (cm),chartevents,Respiratory,,Text,,
224700,5.1,5.1,cmH2O,0.0,Total PEEP Level,Total PEEP Level,chartevents,Respiratory,cmH2O,Numeric,,
224832,Standard,,,0.0,ETT Type,ETT Type,chartevents,Respiratory,,Text,,
226814,No,,,0.0,Known difficult intubation,Known difficult intubation,chartevents,Respiratory,,Text,,
228640,38,38.0,,0.0,EtCO2,EtCO2,chartevents,Routine Vital Signs,,Numeric,,
224170,Albuterol,,,0.0,MDI #1 Drug,MDI #1 Drug,chartevents,Respiratory,,Text,,
224173,Atrovent,,,0.0,MDI #2 Drug,MDI #2 Drug,chartevents,Respiratory,,Text,,
224391,Incisor,,,0.0,ETT Mark (location),ETT Mark (location),chartevents,Respiratory,,Text,,
223836,Oral,,,0.0,Airway Type,Airway Type,chartevents,Respiratory,,Text,,
227568,9.0,,,0.0,Airway Size (mm),Airway Size (mm),chartevents,Respiratory,,Text,,
224013,Negative,,,0.0,Stool Guaiac,Stool Guaiac,chartevents,GI/GU,,Text,,
227801,1,1.0,,0.0,Stool Guaiac QC,Stool Guaiac QC,chartevents,GI/GU,,Checkbox,,
223955,Transvenous,,,0.0,Temporary Pacemaker Type,Temp Pacemaker Type,chartevents,Cardiovascular (Pacer Data),,Text,,
223956,Ventricular Demand,,,0.0,Temporary Pacemaker Mode,Temp Pacemaker Mode,chartevents,Cardiovascular (Pacer Data),,Text,,
223961,Protect &Secure,,,0.0,Temporary Pacemaker Wire Condition,Temp Pacemaker Wire Condition,chartevents,Cardiovascular (Pacer Data),,Text,,
223966,Not applicable,,,0.0,Transcutaneous Pacer Placement,Transcutaneous Pacer Placement,chartevents,Cardiovascular (Pacer Data),,Text,,
224751,50,50.0,bpm,0.0,Temporary Pacemaker Rate,Temp Pacemaker Rate,chartevents,Cardiovascular (Pacer Data),bpm,Numeric,,
224844,Ventricular Demand,,,0.0,Permanent Pacemaker Mode,Permanent Pacemaker Mode,chartevents,Cardiovascular (Pacer Data),,Text,,
224845,50,50.0,/min,0.0,Permanent Pacemaker Rate,Permanent Pacemaker Rate,chartevents,Cardiovascular (Pacer Data),/min,Numeric,,
224007,Oral,,,0.0,GI #1 Intub Site,GI #1 Intub Site,chartevents,GI/GU,,Text,,
224009,Undigested Food ,,,0.0,GI #1 Tube Drainage,GI #1 Tube Drainage,chartevents,GI/GU,,Text,,
224785,Salem Sump,,,0.0,GI #1 Tube Type,GI #1 Tube Type,chartevents,GI/GU,,Text,,
224786,Feeding,,,0.0,GI #1 Tube Status,GI #1 Tube Status,chartevents,GI/GU,,Text,,
228307,Both,,,0.0,GI #1 Tube Place Check,GI #1 Tube Place Check,chartevents,GI/GU,,Text,,
228308,> 30 mL bilious returns,,,0.0,GI #1 Tube Place Method,GI #1 Tube Place Method,chartevents,GI/GU,,Text,,
229300,55,55.0,cm,0.0,GI #1 Tube Mark (CM),GI #1 Tube Mark (CM),chartevents,GI/GU,cm,Numeric,,
227585,Negative,,,0.0,GI Guaiac,GI Guaiac,chartevents,GI/GU,,Text,,
227586,7,7.0,,0.0,GI pH,GI pH,chartevents,GI/GU,,Numeric,,
227756,Post line placement,,,0.0,Multi Lumen Placement Confirmed by X-ray,Multi Lumen Placement Confirmed by X-ray,chartevents,Access Lines - Invasive,,Text,,
228983,"If in place, restraints / seclusion will be discontinued at earliest possible time",,,0.0,Safety Restraints NCP - Expected outcomes,Safety Restraints NCP - Expected outcomes,chartevents,Care Plans,,Text,,
228988,Anxiolytic / antipsychotic medications as indicated and ordered,,,0.0,Safety Restraints NCP - Interventions,Safety Restraints NCP - Interventions,chartevents,Care Plans,,Text,,
229111,No,,,0.0,Safety Restraints NCP - Problem resolved,Safety Restraints NCP - Problem resolved,chartevents,Care Plans,,Text,,
227802,1,1.0,,0.0,GI Guaiac QC,GI Guaiac QC,chartevents,GI/GU,,Checkbox,,
224283,Not assessed,,,0.0,Multi Lumen Waveform Appear,Multi Lumen Waveform Appear,chartevents,Access Lines - Invasive,,Text,,
223872,37,37.0,°C,0.0,Inspired Gas Temp.,Inspired Gas Temp.,chartevents,Respiratory,°C,Numeric,,
227565,1500,1500.0,,0.0,Ventilator Tank #1,Ventilator Tank #1,chartevents,Respiratory,,Numeric,,
227566,1000,1000.0,,0.0,Ventilator Tank #2,Ventilator Tank #2,chartevents,Respiratory,,Numeric,,
229244,No,,,0.0,Humidifier Water Changed,Humidifier Water Changed,chartevents,Respiratory,,Text,,
229245,100,,,0.0,Humidifier Water % Fill Level,Humidifier Water % Fill Level,chartevents,Respiratory,,Text,,
224417,27,27.0,cmH2O,0.0,Cuff Pressure,Cuff Pressure,chartevents,Respiratory,cmH2O,Numeric,,30.0
224169,2,2.0,,0.0,MDI #1 Puff,MDI #1 Puff,chartevents,Respiratory,,Numeric,,
224172,6,6.0,,0.0,MDI #2 Puff,MDI #2 Puff,chartevents,Respiratory,,Numeric,,
224715,Yes,,,0.0,SBT Started,SBT Started,chartevents,Respiratory,,Text,,
224421,300,300.0,mL,0.0,Spont Vt,Spont Vt,chartevents,Respiratory,mL,Numeric,,
224422,20,20.0,bpm,0.0,Spont RR,Spont RR,chartevents,Respiratory,bpm,Numeric,,
224717,Yes,,,0.0,SBT Successfully Completed,SBT Successfully Completed,chartevents,Respiratory,,Text,,
223939,Doppler,,,0.0,Brachial Pulse R,Brachial Pulse R,chartevents,Cardiovascular (Pulses),,Text,,
223944,Doppler,,,0.0,Brachial Pulse L,Brachial Pulse L,chartevents,Cardiovascular (Pulses),,Text,,
226479,PVC's,,,0.0,Ectopy Type 2,Ectopy Type 2,chartevents,Routine Vital Signs,,Text,,
226480,Occasional,,,0.0,Ectopy Frequency 2,Ectopy Frequency 2,chartevents,Routine Vital Signs,,Text,,
223958,10,10.0,mV,0.0,Temporary Venticular Sens Threshold mV,Temp Venticular Sens Threshold mV,chartevents,Cardiovascular (Pacer Data),mV,Numeric,,
223960,10,10.0,mA,0.0,Temporary Venticular Stim Threshold mA,Temp Venticular Stim Threshold mA,chartevents,Cardiovascular (Pacer Data),mA,Numeric,,
224834,Yes,,,0.0,Temporary Ventricular Sens,Temp Ventricular Sens,chartevents,Cardiovascular (Pacer Data),,Text,,
224835,Yes,,,0.0,Temporary Ventricular Capture,Temp Ventricular Capture,chartevents,Cardiovascular (Pacer Data),,Text,,
223938,Doppler,,,0.0,Ulnar Pulse R,Ulnar Pulse R,chartevents,Cardiovascular (Pulses),,Text,,
224837,5,5.0,mV,0.0,Temporary Ventricular Sens Setting mV,Temp Ventricular Sens Setting mV,chartevents,Cardiovascular (Pacer Data),mV,Numeric,,
224740,Active Isch/Arrth,,,0.0,RSBI Deferred,RSBI Deferred,chartevents,Respiratory,,Text,,
224702,15,15.0,cmH2O,0.0,PCV Level,PCV Level,chartevents,Respiratory,cmH2O,Numeric,,
224106,Cooling Blanket,,,0.0,Cooling Device,Cooling Device,chartevents,Treatments,,Text,,
225052,On,,,0.0,Cooling Device Status,Cooling Device Status,chartevents,Treatments,,Text,,
228290,Yes,,,0.0,IO Dressing,IO Dressing,chartevents,Access Lines - Invasive,,Text,,
228292,No,,,0.0,IO Placed in outside facility,IO Placed in outside facility,chartevents,Access Lines - Invasive,,Text,,
228293,WNL,,,0.0,IO Site Appearance,IO Site Appearance,chartevents,Access Lines - Invasive,,Text,,
228294,Yes,,,0.0,IO Wristband in place,IO Wristband in place,chartevents,Access Lines - Invasive,,Text,,
228297,Unstable Vent Status,,,0.0,Daily Wake Up Deferred,Daily Wake Up Deferred,chartevents,Pain/Sedation,,Text,,
227809,1,1.0,,0.0,ETT Position Change,ETT Position Change,chartevents,Respiratory,,Checkbox,,
224916,3,3.0,cm,0.0,Impaired Skin Length #2,Site Length #2,chartevents,Skin - Impairment,cm,Numeric,,
224951,3,3.0,cm,0.0,Impaired Skin Width #2,Site Width #2,chartevents,Skin - Impairment,cm,Numeric,,
228497,Gluteal - Right,,,0.0,Impaired Skin #2- Location,Impaired Skin #2- Location,chartevents,Skin - Impairment,,Text,,
228530,Foam (Mepilex),,,0.0,Impaired Skin #2- Treatment,Impaired Skin #2- Treatment,chartevents,Skin - Impairment,,Text,,
228577,Skin tear,,,0.0,Impaired Skin #2- Type,Impaired Skin #2- Type,chartevents,Skin - Impairment,,Text,,
228601,Dry and intact,,,0.0,Impaired Skin #2- Dressing Status,Impaired Skin #2- Dressing Status,chartevents,Skin - Impairment,,Text,,
228953,Patient / family will demonstrate comprehension and skills taught,,,0.0,Coping/Knowledge Deficit  NCP - Expected outcomes,CKD NCP - Expected outcomes,chartevents,Care Plans,,Text,,
228957,Assist family in identifying a family spokesperson,,,0.0,Coping/Knowledge Deficit  NCP - Interventions,CKD NCP - Interventions,chartevents,Care Plans,,Text,,
229095,No,,,0.0,Coping/Knowledge Deficit  NCP - Problem resolved,CKD NCP - Problem resolved,chartevents,Care Plans,,Text,,
224909,,,,0.0,Impaired Skin Drainage Amount #2,Site Drainage Amount #2,chartevents,Skin - Impairment,,Text,,
228519,Commercial Cleanser,,,0.0,Impaired Skin #2- Cleanse,Impaired Skin #2- Cleanse,chartevents,Skin - Impairment,,Text,,
223949,Easily Palpable,,,0.0,Ulnar Pulse L,Ulnar Pulse L,chartevents,Cardiovascular (Pulses),,Text,,
229110,No,,,0.0,Safety Restraints NCP - Plan revised,Safety Restraints NCP - Plan revised,chartevents,Care Plans,,Text,,
228878,47,47.0,mmHg,0.0,PeCO2,PeCO2,chartevents,Respiratory,mmHg,Numeric,,
224833,Unable to perform RSBI,,,1.0,SBT Deferred,SBT Deferred,chartevents,Respiratory,,Text,,
224092,Both Arms,,,0.0,Range of Motion Location,ROM Location,chartevents,Treatments,,Text,,
225176,Active ,,,0.0,Range of Motion Status,ROM Status,chartevents,Treatments,,Text,,
229094,Yes,,,0.0,Coping/Knowledge Deficit  NCP - Plan revised,CKD NCP - Plan revised,chartevents,Care Plans,,Text,,
227456,3.5,3.5,g/dL,0.0,Albumin,Albumin,chartevents,Labs,,Numeric with tag,,
225637,0,0.0,%,0.0,Differential-Atyps,Differential-Atyps,chartevents,Labs,,Numeric,,
225638,1,1.0,%,0.0,Differential-Bands,Differential-Bands,chartevents,Labs,,Numeric,,
229357,17.11,17.11,K/uL,1.0,Absolute Count - Neuts,Absolute Count - Neuts,chartevents,Labs,,Numeric,,
229358,0.55,0.55,K/uL,1.0,Absolute Count - Lymphs,Absolute Count - Lymphs,chartevents,Labs,,Numeric,,
229359,0.74,0.74,K/uL,0.0,Absolute Count - Monos,Absolute Count - Monos,chartevents,Labs,,Numeric,,
229360,0,0.0,K/uL,1.0,Absolute Count - Eos,Absolute Count - Eos,chartevents,Labs,,Numeric,,
229361,0,0.0,K/uL,1.0,Absolute Count - Basos,Absolute Count - Basos,chartevents,Labs,,Numeric,,
225667,1.25,1.25,mmol/L,0.0,Ionized Calcium,Ionized Calcium,chartevents,Labs,,Numeric,,
226534,134,134.0,mEq/L,0.0,Sodium (whole blood),Sodium (whole blood),chartevents,Labs,,Numeric,,
226536,90,90.0,mEq/L,1.0,Chloride (whole blood),Chloride (whole blood),chartevents,Labs,,Numeric,,
226537,140,140.0,mg/dL,1.0,Glucose (whole blood),Glucose (whole blood),chartevents,Labs,,Numeric,,
226540,36,36.0,%,0.0,Hematocrit (whole blood - calc),Hematocrit (whole blood - calc),chartevents,Labs,,Numeric,,
227516,40,40.0,mmHg,1.0,PO2 (Mixed Venous),PO2 (Mixed Venous),chartevents,Labs,mmHg,Numeric,,
225674,72,72.0,%,0.0,Mixed Venous O2% Sat,Mixed Venous O2% Sat,chartevents,Labs,%,Numeric,,
220227,90,90.0,%,0.0,Arterial O2 Saturation,SaO2,chartevents,Labs,%,Numeric,,
229356,0.9,0.9,%,0.0,Differential - Immature Granulocytes,Differential - Immature Granulocytes,chartevents,Labs,,Numeric,,
227468,339,339.0,mg/dL,0.0,Fibrinogen,Fibrinogen,chartevents,Labs,,Numeric with tag,,
226871,3.8,3.8,,0.0,Expiratory Ratio,Expiratory Ratio,chartevents,Respiratory,,Numeric,,
226873,1,1.0,,0.0,Inspiratory Ratio,Inspiratory Ratio,chartevents,Respiratory,,Numeric,,
225086,1,1.0,,0.0,Unable to assess cognitive / perceptual,Unable to assess cognitive / perceptual,chartevents,Adm History/FHPA,,Checkbox,,
220050,116,116.0,mmHg,0.0,Arterial Blood Pressure systolic,ABPs,chartevents,Routine Vital Signs,mmHg,Numeric,90.0,140.0
220051,75,75.0,mmHg,0.0,Arterial Blood Pressure diastolic,ABPd,chartevents,Routine Vital Signs,mmHg,Numeric,60.0,90.0
220052,89,89.0,mmHg,0.0,Arterial Blood Pressure mean,ABPm,chartevents,Routine Vital Signs,mmHg,Numeric,,
225309,132,132.0,mmHg,0.0,ART BP Systolic,ART BP Systolic,chartevents,Routine Vital Signs,mmHg,Numeric,,
225310,66,66.0,mmHg,0.0,ART BP Diastolic,ART BP Diastolic,chartevents,Routine Vital Signs,mmHg,Numeric,,
225312,85,85.0,mmHg,0.0,ART BP Mean,ART BP Mean,chartevents,Routine Vital Signs,mmHg,Numeric,,
220074,17,17.0,mmHg,0.0,Central Venous Pressure,CVP,chartevents,Hemodynamics,mmHg,Numeric,,
223993,Mediastinal,,,0.0,Chest Tube Site # 1,Chest Tube Site # 1,chartevents,Pulmonary,,Text,,
223994,20 cm,,,0.0,CT #1 Suction Amount,CT #1 Suction Amount,chartevents,Pulmonary,,Text,,
223995,Negative,,,0.0,CT #1 Fluctuate,CT #1 Fluctuate,chartevents,Pulmonary,,Text,,
223996,Serosanguinous,,,0.0,CT #1 Drainage,CT #1 Drainage,chartevents,Pulmonary,,Text,,
223997,Dry and Intact,,,0.0,CT #1 Dressing,CT #1 Dressing,chartevents,Pulmonary,,Text,,
224438,Left Anterior,,,0.0,Chest Tube Site # 2,Chest Tube Site # 2,chartevents,Pulmonary,,Text,,
224775,Negative,,,0.0,CT #1 Leak,CT #1 Leak,chartevents,Pulmonary,,Text,,
224806,Dry,,,0.0,CT #1 Suction Type,CT #1 Suction Type,chartevents,Pulmonary,,Text,,
224808,Dry,,,0.0,CT #2 Suction Type,CT #2 Suction Type,chartevents,Pulmonary,,Text,,
225355,WNL,,,0.0,PA Catheter Site Appear,PA Catheter Site Appear,chartevents,Access Lines - Invasive,,Text,,
225357,Sharp,,,0.0,PA Catheter Waveform Appear,PA Catheter Waveform Appear,chartevents,Access Lines - Invasive,,Text,,
225358,1,1.0,,0.0,PA Catheter Zero/Calibrate,PA Catheter Zero/Calibrate,chartevents,Access Lines - Invasive,,Checkbox,,
227351,1,1.0,,0.0,PA Catheter Dressing Occlusive,PA Catheter Dressing Occlusive,chartevents,Access Lines - Invasive,,Checkbox,,
227757,Post line placement,,,0.0,PA Catheter Placement Confirmed by X-ray,PA Catheter Placement Confirmed by X-ray,chartevents,Access Lines - Invasive,,Text,,
224851,Dry and intact,,,0.0,Dressing Status #1,Dressing Status #1,chartevents,Skin - Incisions,,Text,,
224993,Not assessed,,,0.0,Incision Appearance #2,Incision Appearance #2,chartevents,Skin - Incisions,,Text,,
225004,Not assessed,,,0.0,Incision Closure #2,Incision Closure #2,chartevents,Skin - Incisions,,Text,,
225013,Not assessed,,,0.0,Incision Drainage #2,Incision Drainage #2,chartevents,Skin - Incisions,,Text,,
225018,,,,0.0,Incision Drainage Amount #2,Incision Drainage Amount #2,chartevents,Skin - Incisions,,Text,,
225023,Ace Wrap,,,0.0,Incision Dressing #2,Incision Dressing #2,chartevents,Skin - Incisions,,Text,,
225028,Dry and intact,,,0.0,Dressing Status #2,Dressing Status #2,chartevents,Skin - Incisions,,Text,,
227472,Sternum,,,0.0,Incision Site #1,Incision Site #1,chartevents,Skin - Incisions,,Text,,
227473,Leg - Left,,,0.0,Incision Site #2,Incision Site #2,chartevents,Skin - Incisions,,Text,,
227780,Dry and intact,,,0.0,Impaired Skin  - Dressing Status #1,Impaired Skin  - Dressing Status #1,chartevents,Skin - Impairment,,Text,,
220059,36,36.0,mmHg,0.0,Pulmonary Artery Pressure systolic,PAPs,chartevents,Hemodynamics,mmHg,Numeric,15.0,25.0
220060,16,16.0,mmHg,0.0,Pulmonary Artery Pressure diastolic,PAPd,chartevents,Hemodynamics,mmHg,Numeric,8.0,15.0
220061,26,26.0,mmHg,0.0,Pulmonary Artery Pressure mean,PAPm,chartevents,Hemodynamics,mmHg,Numeric,10.0,20.0
228306,2 Person Assist,,,0.0,Assistance Device,Assistance Device,chartevents,Treatments,,Text,,
220088,4.33,4.33,L/min,0.0,Cardiac Output (thermodilution),CO (thermodilution),chartevents,Hemodynamics,L/min,Numeric,4.0,8.0
224042,Dry Sterile Dressing,,,0.0,Incision Dressing #1,Incision Dressing #1,chartevents,Skin - Incisions,,Text,,
225737,Planned,,,0.0,Arterial Line Discontinued,Arterial Line Discontinued,chartevents,Access Lines - Invasive,,Text,,
220056,90,90.0,mmHg,0.0,Arterial Blood Pressure Alarm - Low,ABP Alarm - Low,chartevents,Alarms,mmHg,Numeric,,
220058,140,140.0,mmHg,0.0,Arterial Blood Pressure Alarm - High,ABP Alarm - High,chartevents,Alarms,mmHg,Numeric,,
220063,30,30.0,mmHg,0.0,Pulmonary Artery Pressure Alarm - High,PAP Alarm - High,chartevents,Alarms,mmHg,Numeric,,
220066,0,0.0,mmHg,0.0,Pulmonary Artery Pressure Alarm - Low,PAP Alarm - Low,chartevents,Alarms,mmHg,Numeric,,
220072,20,20.0,mmHg,0.0,Central Venous Pressure Alarm - High,CVP Alarm - High,chartevents,Alarms,mmHg,Numeric,,
220073,0,0.0,mmHg,0.0,Central Venous Pressure  Alarm - Low,CVP Alarm - Low,chartevents,Alarms,mmHg,Numeric,,
227239,Systolic,,,0.0,ABP Alarm Source,ABP Alarm Source,chartevents,Alarms,,Text,,
223802,Right facial,,,0.0,Nerve Stimulated,Nerve Stimulated,chartevents,Pain/Sedation,,Text,,
224413,4 ,,,0.0,TOF Response,TOF Response,chartevents,Pain/Sedation,,Text,,
224414,Jaw Twitches,,,0.0,TOF Twitch,TOF Twitch,chartevents,Pain/Sedation,,Text,,
224662,80,80.0,mA,0.0,Current Used/mA,Current Used/mA,chartevents,Pain/Sedation,mA,Numeric,,
223962,2,2.0,,0.0,Temporary Pacemaker Wires Venticular,Temp Pacemaker Wires Venticular,chartevents,Cardiovascular (Pacer Data),,Numeric,,
223998,Negative,,,0.0,CT #1 Crepitus,CT #1 Crepitus,chartevents,Pulmonary,,Text,,
224839,2,2.0,,0.0,Temporary Pacemaker Wires Atrial,Temp Pacemaker Wires Atrial,chartevents,Cardiovascular (Pacer Data),,Numeric,,
224105,Blanket,,,0.0,Warming Device,Warming Device,chartevents,Treatments,,Text,,
225050,On,,,0.0,Warming Device Status,Warming Device Status,chartevents,Treatments,,Text,,
223773,46,46.0,cm,0.0,PA Line cm Mark,PA Line cm Mark,chartevents,Hemodynamics,cm,Numeric,,
224390,Yes,,,0.0,Temporary Atrial Sens,Temp Atrial Sens,chartevents,Cardiovascular (Pacer Data),,Text,,
224752,2,2.0,mV,0.0,Temporary Atrial Sens Threshold mV,Temp Atrial Sens Threshold mV,chartevents,Cardiovascular (Pacer Data),mV,Numeric,,
224753,1,1.0,mV,0.0,Temporary Atrial Sens Setting mV,Temp Atrial Sens Setting mV,chartevents,Cardiovascular (Pacer Data),mV,Numeric,,
224754,9,9.0,mA,0.0,Temporary Atrial Stim Threshold mA,Temp Atrial Stim Threshold mA,chartevents,Cardiovascular (Pacer Data),mA,Numeric,,
224755,16,16.0,mA,0.0,Temporary Atrial Stim Setting mA,Temp Atrial Stim Setting mA,chartevents,Cardiovascular (Pacer Data),mA,Numeric,,
224866,Yes,,,0.0,Temporary Atrial Capture,Temp Atrial Capture,chartevents,Cardiovascular (Pacer Data),,Text,,
224119,WNL,,,0.0,22 Gauge Site Appear,22 Gauge Site Appear,chartevents,Access Lines - Peripheral,,Text,,
229689,CPOT,,,0.0,CPOT-Pain Assessment Method,CPOT-Pain Assessment Method,chartevents,Pain/Sedation,,Text,,
224973,Intact,,,0.0,Surrounding Tissue #3,Surrounding Tissue #3,chartevents,Skin - Impairment,,Text,,
228498,Lip,,,0.0,Impaired Skin #3- Location,Impaired Skin #3- Location,chartevents,Skin - Impairment,,Text,,
228531,None-Open to Air,,,0.0,Impaired Skin #3- Treatment,Impaired Skin #3- Treatment,chartevents,Skin - Impairment,,Text,,
228855,Abrasion,,,0.0,Impaired Skin #3- Type,Impaired Skin #3- Type,chartevents,Skin - Impairment,,Text,,
229894,1,1.0,,0.0,NPT 30 mattress pump in use,NPT 30 mattress pump in use,chartevents,Treatments,,Checkbox,,
223805,No N/V,0.0,,0.0,Nausea and Vomiting (CIWA),Nausea and Vomiting,chartevents,Toxicology,,Text,,
223806,Not Visible,1.0,,0.0,Tremor (CIWA),Tremor,chartevents,Toxicology,,Text,,
223810,Palms Moist..,3.0,,0.0,Paroxysmal Sweats,Paroxysmal Sweats,chartevents,Toxicology,,Text,,
223811,Mildly Anxious..,3.0,,0.0,Anxiety,Anxiety,chartevents,Toxicology,,Text,,
223814,Moderate,3.0,,0.0,Auditory Disturbance,Auditory Disturbance,chartevents,Toxicology,,Text,,
223817,Moderate Rigidity/restlessness,4.0,,0.0,Agitation,Agitation,chartevents,Toxicology,,Text,,
223818,Mild,2.0,,0.0,Tactile Disturbances,Tactile Disturbances,chartevents,Toxicology,,Text,,
223819,Mild,2.0,,0.0,Visual Disturbances,Visual Disturbances,chartevents,Toxicology,,Text,,
223820,Not Present,0.0,,0.0,Headache,Headache,chartevents,Toxicology,,Text,,
223821,Disoriented by date for > 2 days,3.0,,0.0,Orient/Clouding Sensory,Orient/Clouding Sensory,chartevents,Toxicology,,Text,,
223823,No,,,0.0,Insomnia,Insomnia,chartevents,Toxicology,,Text,,
223824,No,,,0.0,Seizure,Seizure,chartevents,Toxicology,,Text,,
223825,No,,,0.0,Sustained Nystagmus,Sustained Nystagmus,chartevents,Toxicology,,Text,,
223828,Yes,,,0.0,Slurred Speech,Slurred Speech,chartevents,Toxicology,,Text,,
223829,Yes,,,0.0,Drowsiness,Drowsiness,chartevents,Toxicology,,Text,,
223827,Yes,,,0.0,Ataxia,Ataxia,chartevents,Toxicology,,Text,,
228894,Avoid increased O2 requirement,,,0.0,Impaired Fluid Balance NCP - Expected outcomes,IFB NCP - Expected outcomes,chartevents,Care Plans,,Text,,
228898,"Assess lung exam, edema, and O2 saturation",,,0.0,Impaired Fluid Balance NCP - Interventions,IFB NCP - Interventions,chartevents,Care Plans,,Text,,
229099,No,,,0.0,Impaired Fluid Balance NCP - Problem resolved,IFB NCP - Problem resolved,chartevents,Care Plans,,Text,,
229136,Patient will be safe and free from injury during hospitalization and at time of discharge,,,0.0,Substance withdrawal NCP - Expected outcomes,Substance withdrawal NCP - Expected outcomes,chartevents,Care Plans,,Text,,
229138,Activate drug and alcohol withdrawal guidelines as indicated,,,0.0,Substance withdrawal NCP - Interventions,Substance withdrawal NCP - Interventions,chartevents,Care Plans,,Text,,
229141,No,,,0.0,Substance withdrawal NCP - Problem resolved,Substance withdrawal NCP - Problem resolved,chartevents,Care Plans,,Text,,
230045,0,0.0,,0.0,Intellivent (Hamilton Vent Mode),Intellivent (Hamilton Vent Mode),chartevents,Respiratory,,Checkbox,,
229659,80,80.0,,0.0,% Minute Volume,% Minute Volume,chartevents,Respiratory,,Numeric,,
229535,Multi Lumen,,,0.0,Line Type,Line Type,chartevents,Access Lines - Invasive,,Text,,
229882,1,1.0,,0.0,CVL Biopatch,CVL Biopatch,chartevents,Access Lines - Invasive,,Checkbox,,
229098,No,,,0.0,Impaired Fluid Balance NCP - Plan revised,IFB NCP - Plan revised,chartevents,Care Plans,,Text,,
229140,Yes,,,0.0,Substance withdrawal NCP - Plan revised,Substance withdrawal NCP - Plan revised,chartevents,Care Plans,,Text,,
225744,Unplanned - Patient-initiated,,,0.0,Multi Lumen Line Discontinued,Multi Lumen Line Discontinued,chartevents,Access Lines - Invasive,,Text,,
229691,Relaxed,0.0,,0.0,CPOT-Muscle Tension (CPOTb),Muscle Tension,chartevents,Pain/Sedation,,Text,,
229695,Talking in normal tone/no sound OR Tolerating ventilator/No alarms,0.0,,0.0,CPOT-Vocalization (CPOTb),Vocalization,chartevents,Pain/Sedation,,Text,,
229696,Protection/guarding/withdraws,1.0,,0.0,CPOT-Body Movements (CPOTb),Body Movements,chartevents,Pain/Sedation,,Text,,
229698,Tense,1.0,,0.0,CPOT-Facial Expression (CPOTb),Facial Expression,chartevents,Pain/Sedation,,Text,,
229703,IV Drip,,,0.0,CPOT-Pain Management,CPOT-Pain Management,chartevents,Pain/Sedation,,Text,,
229681,1,1.0,,0.0,Indwelling Urinary Catheter Care,Indwelling Urinary Catheter Care,chartevents,Treatments,,Checkbox,,
229692,Relaxed,0.0,,0.0,CPOT-Muscle Tension (CPOTa),Muscle Tension-Post,chartevents,Pain/Sedation,,Text,,
