icd_code,icd_version,long_title
9013,9,Injury to innominate and subclavian veins
90141,9,Injury to pulmonary artery
90181,9,Injury to intercostal artery or vein
90182,9,Injury to internal mammary artery or vein
9019,9,Injury to unspecified blood vessel of thorax
9020,9,Injury to abdominal aorta
90210,9,"Injury to inferior vena cava, unspecified"
90211,9,Injury to hepatic veins
90220,9,"Injury to celiac and mesenteric arteries, unspecified"
90221,9,Injury to gastric artery
90222,9,Injury to hepatic artery
90223,9,Injury to splenic artery
90225,9,Injury to superior mesenteric artery (trunk)
90226,9,Injury to primary branches of superior mesenteric artery
90233,9,Injury to portal vein
90234,9,Injury to splenic vein
90241,9,Injury to renal artery
90242,9,Injury to renal vein
90249,9,"Injury to renal blood vessels, other"
90253,9,Injury to iliac artery
90254,9,Injury to iliac vein
90255,9,Injury to uterine artery
90287,9,Injury to multiple blood vessels of abdomen and pelvis
90289,9,Injury to other specified blood vessels of abdomen and pelvis
9029,9,Injury to unspecified blood vessel of abdomen and pelvis
90301,9,Injury to axillary artery
90302,9,Injury to axillary vein
9031,9,Injury to brachial blood vessels
9032,9,Injury to radial blood vessels
9033,9,Injury to ulnar blood vessels
9034,9,Injury to palmar artery
9035,9,Injury to digital blood vessels
9038,9,Injury to other specified blood vessels of upper extremity
9039,9,Injury to unspecified blood vessel of upper extremity
9040,9,Injury to common femoral artery
9041,9,Injury to superficial femoral artery
9042,9,Injury to femoral veins
9043,9,Injury to saphenous veins
90441,9,Injury to popliteal artery
90442,9,Injury to popliteal vein
90451,9,Injury to anterior tibial artery
90452,9,Injury to anterior tibial vein
90453,9,Injury to posterior tibial artery
9047,9,Injury to other specified blood vessels of lower extremity
9048,9,Injury to unspecified blood vessel of lower extremity
9049,9,Injury to blood vessels of unspecified site
9050,9,Late effect of fracture of skull and face bones
9051,9,Late effect of fracture of spine and trunk without mention of spinal cord lesion
9052,9,Late effect of fracture of upper extremities
9053,9,Late effect of fracture of neck of femur
9054,9,Late effect of fracture of lower extremities
9055,9,Late effect of fracture of multiple and unspecified bones
9056,9,Late effect of dislocation
9057,9,Late effect of sprain and strain without mention of tendon injury
9058,9,Late effect of tendon injury
9059,9,Late effect of traumatic amputation
9060,9,"Late effect of open wound of head, neck, and trunk"
9061,9,Late effect of open wound of extremities without mention of tendon injury
9062,9,Late effect of superficial injury
9063,9,Late effect of contusion
9064,9,Late effect of crushing
9065,9,"Late effect of burn of eye, face, head, and neck"
9066,9,Late effect of burn of wrist and hand
9067,9,Late effect of burn of other extremities
9068,9,Late effect of burns of other specified sites
9069,9,Late effect of burn of unspecified site
9070,9,Late effect of intracranial injury without mention of skull fracture
9071,9,Late effect of injury to cranial nerve
9072,9,Late effect of spinal cord injury
9073,9,"Late effect of injury to nerve root(s), spinal plexus(es), and other nerves of trunk"
9074,9,Late effect of injury to peripheral nerve of shoulder girdle and upper limb
9075,9,Late effect of injury to peripheral nerve of pelvic girdle and lower limb
9079,9,Late effect of injury to other and unspecified nerve
9080,9,Late effect of internal injury to chest
9081,9,Late effect of internal injury to intra-abdominal organs
9082,9,Late effect of internal injury to other internal organs
9083,9,"Late effect of injury to blood vessel of head, neck, and extremities"
9084,9,"Late effect of injury to blood vessel of thorax, abdomen, and pelvis"
9086,9,Late effect of certain complications of trauma
9089,9,Late effect of unspecified injury
9090,9,"Late effect of poisoning due to drug, medicinal or biological substance"
9091,9,Late effect of toxic effects of nonmedical substances
9092,9,Late effect of radiation
9093,9,Late effect of complications of surgical and medical care
9094,9,Late effect of certain other external causes
9095,9,"Late effect of adverse effect of drug, medicinal or biological substance"
9099,9,Late effect of other and unspecified external causes
9100,9,"Abrasion or friction burn of face, neck, and scalp except eye, without mention of infection"
9101,9,"Abrasion or friction burn of face, neck, and scalp except eye, infected"
9102,9,"Blister of face, neck, and scalp except eye, without mention of infection"
9103,9,"Blister of face, neck, and scalp except eye, infected"
9104,9,"Insect bite, nonvenomous of face, neck, and scalp except eye, without mention of infection"
9106,9,"Superficial foreign body (splinter) of face, neck, and scalp except eye, without major open wound and without mention of infection"
9108,9,"Other and unspecified superficial injury of face, neck, and scalp, without mention of infection"
9110,9,"Abrasion or friction burn of trunk, without mention of infection"
9112,9,"Blister of trunk, without mention of infection"
9114,9,"Insect bite, nonvenomous of trunk, without mention of infection"
9115,9,"Insect bite, nonvenomous of trunk, infected"
9116,9,"Superficial foreign body (splinter) of trunk, without major open wound and without mention of infection"
9117,9,"Superficial foreign body (splinter) of trunk, without major open wound, infected"
9118,9,"Other and unspecified superficial injury of trunk, without mention of infection"
9120,9,"Abrasion or friction burn of shoulder and upper arm, without mention of infection"
9122,9,"Blister of shoulder and upper arm, without mention of infection"
9124,9,"Insect bite, nonvenomous of shoulder and upper arm, without mention of infection"
9125,9,"Insect bite, nonvenomous of shoulder and upper arm, infected"
9126,9,"Superficial foreign body (splinter) of shoulder and upper arm, without major open wound and without mention of infection"
9128,9,"Other and unspecified superficial injury of shoulder and upper arm, without mention of infection"
9130,9,"Abrasion or friction burn of elbow, forearm, and wrist, without mention of infection"
9131,9,"Abrasion or friction burn of elbow, forearm, and wrist, infected"
9132,9,"Blister of elbow, forearm, and wrist, without mention of infection"
9134,9,"Insect bite, nonvenomous of elbow, forearm, and wrist, without mention of infection"
9135,9,"Insect bite, nonvenomous, of elbow, forearm, and wrist, infected"
9136,9,"Superficial foreign body (splinter) of elbow, forearm, and wrist, without major open wound and without mention of infection"
9137,9,"Superficial foreign body (splinter) of elbow, forearm, and wrist, without major open wound, infected"
9138,9,"Other and unspecified superficial injury of elbow, forearm, and wrist, without mention of infection"
9140,9,"Abrasion or friction burn of hand(s) except finger(s) alone, without mention of infection"
9141,9,"Abrasion or friction burn of hand(s) except finger(s) alone, infected"
9142,9,"Blister of hand(s) except finger(s) alone, without mention of infection"
9143,9,"Blister of hand(s) except finger(s) alone, infected"
9144,9,"Insect bite, nonvenomous, of hand(s) except finger(s) alone, without mention of infection"
9145,9,"Insect bite, nonvenomous, of hand(s) except finger(s) alone, infected"
9147,9,"Superficial foreign body (splinter) of hand(s) except finger(s) alone, without major open wound, infected"
9150,9,"Abrasion or friction burn of finger(s), without mention of infection"
9151,9,"Abrasion or friction burn of finger(s), infected"
9152,9,"Blister of finger(s), without mention of infection"
9153,9,"Blister of finger(s), infected"
9155,9,"Insect bite, nonvenomous of finger(s), infected"
9156,9,"Superficial foreign body (splinter) of finger(s), without major open wound and without mention of infection"
9157,9,"Superficial foreign body (splinter) of finger(s), without major open wound, infected"
9158,9,Other and unspecified superficial injury of fingers without mention of infection
9159,9,"Other and unspecified superficial injury of fingers, infected"
9160,9,"Abrasion or friction burn of hip, thigh, leg, and ankle, without mention of infection"
9161,9,"Abrasion or friction burn of hip, thigh, leg, and ankle, infected"
9162,9,"Blister of hip, thigh, leg, and ankle, without mention of infection"
9163,9,"Blister of hip, thigh, leg, and ankle, infected"
9164,9,"Insect bite, nonvenomous, of hip, thigh, leg, and ankle, without mention of infection"
9165,9,"Insect bite, nonvenomous of hip, thigh, leg, and ankle, infected"
9167,9,"Superficial foreign body (splinter) of hip, thigh, leg, and ankle, without major open wound, infected"
9168,9,"Other and unspecified superficial injury of hip, thigh, leg, and ankle, without mention of infection"
9169,9,"Other and unspecified superficial injury of hip, thigh, leg, and ankle, infected"
9170,9,"Abrasion or friction burn of foot and toe(s), without mention of infection"
9171,9,"Abrasion or friction burn of foot and toe(s), infected"
9172,9,"Blister of foot and toe(s), without mention of infection"
9173,9,"Blister of foot and toe(s), infected"
9175,9,"Insect bite, nonvenomous, of foot and toe(s), infected"
9176,9,"Superficial foreign body (splinter) of foot and toe(s), without major open wound and without mention of infection"
9177,9,"Superficial foreign body (splinter) of foot and toe(s), without major open wound, infected"
9178,9,"Other and unspecified superficial injury of foot and toes, without mention of infection"
9180,9,Superficial injury of eyelids and periocular area
9181,9,Superficial injury of cornea
9182,9,Superficial injury of conjunctiva
9189,9,Other and unspecified superficial injuries of eye
9190,9,"Abrasion or friction burn of other, multiple, and unspecified sites, without mention of infection"
9192,9,"Blister of other, multiple, and unspecified sites, without mention of infection"
9194,9,"Insect bite, nonvenomous, of other, multiple, and unspecified sites, without mention of infection"
9195,9,"Insect bite, nonvenomous, of other, multiple, and unspecified sites, infected"
9196,9,"Superficial foreign body (splinter) of other, multiple, and unspecified sites, without major open wound and without mention of infection"
9198,9,"Other and unspecified superficial injury of other, multiple, and unspecified sites, without mention of infection"
9199,9,"Other and unspecified superficial injury of other, multiple, and unspecified sites, infected"
920,9,"Contusion of face, scalp, and neck except eye(s)"
9210,9,"Black eye, not otherwise specified"
9211,9,Contusion of eyelids and periocular area
9212,9,Contusion of orbital tissues
9213,9,Contusion of eyeball
9219,9,Unspecified contusion of eye
9220,9,Contusion of breast
9221,9,Contusion of chest wall
9222,9,Contusion of abdominal wall
92231,9,Contusion of back
92232,9,Contusion of buttock
92233,9,Contusion of interscapular region
9224,9,Contusion of genital organs
9228,9,Contusion of multiple sites of trunk
9229,9,Contusion of unspecified part of trunk
92300,9,Contusion of shoulder region
92301,9,Contusion of scapular region
92302,9,Contusion of axillary region
92303,9,Contusion of upper arm
92309,9,Contusion of multiple sites of shoulder and upper arm
92310,9,Contusion of forearm
92311,9,Contusion of elbow
92320,9,Contusion of hand(s)
92321,9,Contusion of wrist
9233,9,Contusion of finger
9238,9,Contusion of multiple sites of upper limb
9239,9,Contusion of unspecified part of upper limb
92400,9,Contusion of thigh
92401,9,Contusion of hip
92410,9,Contusion of lower leg
92411,9,Contusion of knee
92420,9,Contusion of foot
92421,9,Contusion of ankle
9243,9,Contusion of toe
9244,9,Contusion of multiple sites of lower limb
9245,9,Contusion of unspecified part of lower limb
9248,9,"Contusion of multiple sites, not elsewhere classified"
9249,9,Contusion of unspecified site
9251,9,Crushing injury of face and scalp
9252,9,Crushing injury of neck
92611,9,Crushing injury of back
92619,9,Crushing injury of other specified sites of trunk
9268,9,Crushing injury of multiple sites of trunk
92701,9,Crushing injury of scapular region
92710,9,Crushing injury of forearm
92720,9,Crushing injury of hand(s)
92721,9,Crushing injury of wrist
9273,9,Crushing injury of finger(s)
92800,9,Crushing injury of thigh
92801,9,Crushing injury of hip
92810,9,Crushing injury of lower leg
92811,9,Crushing injury of knee
92820,9,Crushing injury of foot
92821,9,Crushing injury of ankle
9283,9,Crushing injury of toe(s)
9289,9,Crushing injury of unspecified site of lower limb
9290,9,"Crushing injury of multiple sites, not elsewhere classified"
9300,9,Corneal foreign body
9301,9,Foreign body in conjunctival sac
9308,9,Foreign body in other and combined sites on external eye
9309,9,Foreign body in unspecified site on external eye
931,9,Foreign body in ear
932,9,Foreign body in nose
9330,9,Foreign body in pharynx
9331,9,Foreign body in larynx
9340,9,Foreign body in trachea
9341,9,Foreign body in main bronchus
9348,9,Foreign body in other specified parts bronchus and lung
9349,9,"Foreign body in respiratory tree, unspecified"
9350,9,Foreign body in mouth
9351,9,Foreign body in esophagus
9352,9,Foreign body in stomach
936,9,Foreign body in intestine and colon
937,9,Foreign body in anus and rectum
938,9,"Foreign body in digestive system, unspecified"
9390,9,Foreign body in bladder and urethra
9392,9,Foreign body in vulva and vagina
9393,9,Foreign body in penis
94100,9,"Burn of unspecified degree of face and head, unspecified site"
94103,9,Burn of unspecified degree of lip(s)
94108,9,Burn of unspecified degree of neck
94111,9,Erythema [first degree] of ear [any part]
94116,9,Erythema [first degree] of scalp [any part]
94120,9,"Blisters, epidermal loss [second degree] of face and head, unspecified site"
94126,9,"Blisters, epidermal loss [second degree] of scalp [any part]"
94127,9,"Blisters, epidermal loss [second degree] of forehead and cheek"
94201,9,Burn of unspecified degree of breast
94203,9,Burn of unspecified degree of abdominal wall
94204,9,Burn of unspecified degree of back [any part]
94205,9,Burn of unspecified degree of genitalia
94209,9,Burn of unspecified degree of other and multiple sites of trunk
94212,9,"Erythema [first degree] of chest wall, excluding breast and nipple"
94213,9,Erythema [first degree] of abdominal wall
94214,9,Erythema [first degree] of back [any part]
94215,9,Erythema [first degree] of genitalia
94221,9,"Blisters, epidermal loss [second degree] of breast"
94222,9,"Blisters, epidermal loss [second degree] of chest wall, excluding breast and nipple"
94223,9,"Blisters, epidermal loss [second degree] of abdominal wall"
94224,9,"Blisters, epidermal loss [second degree] of back [any part]"
94229,9,"Blisters, epidermal loss [second degree] of other and multiple sites of trunk"
94231,9,"Full-thickness skin loss [third degree,not otherwise specified] of breast"
94232,9,"Full-thickness skin loss [third degree, not otherwise specified] of chest wall, excluding breast and nipple"
94233,9,"Full-thickness skin loss [third degree, not otherwise specified] of abdominal wall"
94234,9,"Full-thickness skin loss [third degree,not otherwise specified] of back [any part]"
94239,9,"Full-thickness skin loss [third degree, not otherwise specified] of other and multiple sites of trunk"
94301,9,Burn of unspecified degree of forearm
94302,9,Burn of unspecified degree of elbow
94311,9,Erythema [first degree] of forearm
94320,9,"Blisters, epidermal loss [second degree] of upper limb, unspecified site"
94321,9,"Blisters, epidermal loss [second degree] of forearm"
94325,9,"Blisters, epidermal loss [second degree] of shoulder"
94331,9,"Full-thickness skin loss [third degree, not otherwise specified] of forearm"
94333,9,"Full-thickness skin loss [third degree, not otherwise specified] of upper arm"
94335,9,"Full-thickness skin loss [third degree, not otherwise specified] of shoulder"
94339,9,"Full-thickness skin loss [third degree, not otherwise specified] of multiple sites of upper limb, except wrist and hand"
94400,9,"Burn of unspecified degree of hand, unspecified site"
94401,9,Burn of unspecified degree of single digit (finger (nail) other than thumb
94402,9,Burn of unspecified degree of thumb (nail)
94403,9,"Burn of unspecified degree of two or more digits of hand, not including thumb"
94407,9,Burn of unspecified degree of wrist
94410,9,"Erythema [first degree] of hand, unspecified site"
94411,9,Erythema [first degree] of single digit (finger (nail)) other than thumb
94416,9,Erythema [first degree] of back of hand
94420,9,"Blisters, epidermal loss [second degree] of hand, unspecified site"
94421,9,"Blisters, epidermal loss [second degree] of single digit [finger (nail)] other than thumb"
94422,9,"Blisters, epidermal loss [second degree] of thumb (nail)"
94423,9,"Blisters, epidermal loss [second degree] of two or more digits of hand, not including thumb"
94425,9,"Blisters, epidermal loss [second degree] of palm"
94426,9,"Blisters , epidermal loss [second degree] of back of hand"
94428,9,"Blisters, epidermal loss [second degree] of multiple sites of wrist(s) and hand(s)"
94431,9,"Full-thickness skin loss [third degree, not otherwise specified] of single digit [finger (nail)] other than thumb"
94432,9,"Full-thickness skin loss [third degree, not otherwise specified] of thumb (nail)"
94436,9,"Full-thickness skin loss [third degree, not otherwise specified] of back of hand"
94500,9,"Burn of unspecified degree of lower limb [leg], unspecified site"
94502,9,Burn of unspecified degree of foot
94503,9,Burn of unspecified degree of ankle
94504,9,Burn of unspecified degree of lower leg
94506,9,Burn of unspecified degree of thigh [any part]
94510,9,"Erythema [first degree] of lower limb [leg], unspecified site"
94512,9,Erythema [first degree] of foot
94514,9,Erythema [first degree] of lower leg
94516,9,Erythema [first degree] of thigh [any part]
94519,9,Erythema [first degree] of multiple sites of lower limb(s)
94522,9,"Blisters, epidermal loss [second degree] of foot"
94523,9,"Blisters, epidermal loss [second degree] of ankle"
94524,9,"Blisters, epidermal loss [second degree] of lower leg"
94526,9,"Blisters, epidermal loss [second degree] of thigh [any part]"
94530,9,Full-thickness skin loss [third degree NOS] of lower limb [leg] unspecified site
94532,9,Full-thickness skin loss [third degree NOS] of foot
94534,9,Full-thickness skin loss [third degree nos] of lower leg
94536,9,Full-thickness skin loss [third degree NOS] of thigh [any part]
9462,9,"Blisters, epidermal loss [second degree] of multiple specified sites"
9470,9,Burn of mouth and pharynx
9471,9,"Burn of larynx, trachea, and lung"
9472,9,Burn of esophagus
9473,9,Burn of gastrointestinal tract
9478,9,Burn of other specified sites of internal organs
94800,9,"Burn [any degree] involving less than 10 percent of body surface with third degree burn, less than 10 percent or unspecified"
94810,9,"Burn [any degree] involving 10-19 percent of body surface with third degree burn, less than 10 percent or unspecified"
94811,9,"Burn [any degree] involving 10-19 percent of body surface with third degree burn, 10-19%"
94820,9,"Burn [any degree] involving 20-29 percent of body surface with third degree burn, less than 10 percent or unspecified"
94850,9,"Burn [any degree] involving 50-59 percent of body surface with third degree burn, less than 10 percent or unspecified"
94890,9,"Burn [any degree] involving 90 percent or more of body surface with third degree burn, less than 10 percent or unspecified"
9490,9,"Burn of unspecified site, unspecified degree"
9500,9,Optic nerve injury
9501,9,Injury to optic chiasm
9503,9,Injury to visual cortex
9509,9,Injury to unspecified optic nerve and pathways
9510,9,Injury to oculomotor nerve
9511,9,Injury to trochlear nerve
9512,9,Injury to trigeminal nerve
9513,9,Injury to abducens nerve
9514,9,Injury to facial nerve
9515,9,Injury to acoustic nerve
9517,9,Injury to hypoglossal nerve
9518,9,Injury to other specified cranial nerves
9519,9,Injury to unspecified cranial nerve
95200,9,C1-C4 level with unspecified spinal cord injury
95201,9,C1-C4 level with complete lesion of spinal cord
95203,9,C1-C4 level with central cord syndrome
95204,9,C1-C4 level with other specified spinal cord injury
95205,9,C5-C7 level with unspecified spinal cord injury
95206,9,C5-C7 level with complete lesion of spinal cord
95207,9,C5-C7 level with anterior cord syndrome
95208,9,C5-C7 level with central cord syndrome
95209,9,C5-C7 level with other specified spinal cord injury
95210,9,T1-T6 level with unspecified spinal cord injury
95211,9,T1-T6 level with complete lesion of spinal cord
95214,9,T1-T6 level with other specified spinal cord injury
95215,9,T7-T12 level with unspecified spinal cord injury
95217,9,T7-T12 level with anterior cord syndrome
95219,9,T7-T12 level with other specified spinal cord injury
9522,9,Lumbar spinal cord injury without evidence of spinal bone injury
9528,9,Multiple sites of spinal cord injury without evidence of spinal bone injury
9529,9,Unspecified site of spinal cord injury without evidence of spinal bone injury
9530,9,Injury to cervical nerve root
9531,9,Injury to dorsal nerve root
9533,9,Injury to sacral nerve root
9534,9,Injury to brachial plexus
9535,9,Injury to lumbosacral plexus
9539,9,Injury to unspecified site of nerve roots and spinal plexus
9540,9,"Injury to cervical sympathetic nerve, excluding shoulder and pelvic girdles"
9550,9,Injury to axillary nerve
9551,9,Injury to median nerve
9552,9,Injury to ulnar nerve
9553,9,Injury to radial nerve
9554,9,Injury to musculocutaneous nerve
9555,9,"Injury to cutaneous sensory nerve, upper limb"
9556,9,"Injury to digital nerve, upper limb"
9557,9,Injury to other specified nerve(s) of shoulder girdle and upper limb
9558,9,Injury to multiple nerves of shoulder girdle and upper limb
9559,9,Injury to unspecified nerve of shoulder girdle and upper limb
9560,9,Injury to sciatic nerve
9561,9,Injury to femoral nerve
9562,9,Injury to posterior tibial nerve
9563,9,Injury to peroneal nerve
9564,9,"Injury to cutaneous sensory nerve, lower limb"
9565,9,Injury to other specified nerve(s) of pelvic girdle and lower limb
9569,9,Injury to unspecified nerve of pelvic girdle and lower limb
9570,9,Injury to superficial nerves of head and neck
9571,9,Injury to other specified nerve(s)
9578,9,Injury to multiple nerves in several parts
9579,9,"Injury to nerves, unspecified site"
9580,9,Air embolism
9581,9,Fat embolism
9582,9,Secondary and recurrent hemorrhage
9583,9,Posttraumatic wound infection not elsewhere classified
9584,9,Traumatic shock
9585,9,Traumatic anuria
9586,9,Volkmann's ischemic contracture
9587,9,Traumatic subcutaneous emphysema
9588,9,Other early complications of trauma
95891,9,Traumatic compartment syndrome of upper extremity
95892,9,Traumatic compartment syndrome of lower extremity
95893,9,Traumatic compartment syndrome of abdomen
95899,9,Traumatic compartment syndrome of other sites
95901,9,"Head injury, unspecified"
95909,9,Injury of face and neck
95911,9,Other injury of chest wall
95912,9,Other injury of abdomen
95913,9,Fracture of corpus cavernosum penis
95914,9,Other injury of external genitals
95919,9,Other injury of other sites of trunk
9592,9,Shoulder and upper arm injury
9593,9,"Elbow, forearm, and wrist injury"
9594,9,"Hand, except finger injury"
9595,9,Finger injury
9596,9,Hip and thigh injury
9597,9,"Knee, leg, ankle, and foot injury"
9598,9,"Other specified sites, including multiple injury"
9599,9,Unspecified site injury
9600,9,Poisoning by penicillins
9601,9,Poisoning by antifungal antibiotics
9604,9,Poisoning by tetracycline group
9605,9,Poisoning of cephalosporin group
9610,9,Poisoning by sulfonamides
9614,9,Poisoning by antimalarials and drugs acting on other blood protozoa
9617,9,Poisoning by antiviral drugs
9619,9,Poisoning by other and unspecified anti-infectives
9620,9,Poisoning by adrenal cortical steroids
9623,9,Poisoning by insulins and antidiabetic agents
9625,9,Poisoning by posterior pituitary hormones
9627,9,Poisoning by thyroid and thyroid derivatives
9630,9,Poisoning by antiallergic and antiemetic drugs
9631,9,Poisoning by antineoplastic and immunosuppressive drugs
9633,9,Poisoning by alkalizing agents
9635,9,"Poisoning by vitamins, not elsewhere classified"
9640,9,Poisoning by iron and its compounds
9642,9,Poisoning by anticoagulants
9648,9,Poisoning by other specified agents affecting blood constituents
96500,9,"Poisoning by opium (alkaloids), unspecified"
96501,9,Poisoning by heroin
96502,9,Poisoning by methadone
96509,9,Poisoning by other opiates and related narcotics
9651,9,Poisoning by salicylates
9654,9,"Poisoning by aromatic analgesics, not elsewhere classified"
96561,9,Poisoning by propionic acid derivatives
96569,9,Poisoning by other antirheumatics
9658,9,Poisoning by other specified analgesics and antipyretics
9659,9,Poisoning by unspecified analgesic and antipyretic
9661,9,Poisoning by hydantoin derivatives
9663,9,Poisoning by other and unspecified anticonvulsants
9664,9,Poisoning by anti-Parkinsonism drugs
9670,9,Poisoning by barbiturates
9671,9,Poisoning by chloral hydrate group
9678,9,Poisoning by other sedatives and hypnotics
9679,9,Poisoning by unspecified sedative or hypnotic
9680,9,Poisoning by central nervous system muscle-tone depressants
9681,9,Poisoning by halothane
9682,9,Poisoning by other gaseous anesthetics
9683,9,Poisoning by intravenous anesthetics
9684,9,Poisoning by other and unspecified general anesthetics
9685,9,Surface (topical) and infiltration anesthetics
9687,9,Poisoning by spinal anesthetics
9690,9,Poisoning-antidepressant
96900,9,"Poisoning by antidepressant, unspecified"
96901,9,Poisoning by monoamine oxidase inhibitors
96902,9,Poisoning by selective serotonin and norepinephrine reuptake inhibitors
96903,9,Poisoning by selective serotonin reuptake inhibitors
96904,9,Poisoning by tetracyclic antidepressants
96905,9,Poisoning by tricyclic antidepressants
96909,9,Poisoning by other antidepressants
9691,9,Poisoning by phenothiazine-based tranquilizers
9692,9,Poisoning by butyrophenone-based tranquilizers
9693,9,"Poisoning by other antipsychotics, neuroleptics, and major tranquilizers"
9694,9,Poisoning by benzodiazepine-based tranquilizers
9695,9,Poisoning by other tranquilizers
9696,9,Poisoning by psychodysleptics (hallucinogens)
9697,9,Poison-psychostimulants
96970,9,"Poisoning by psychostimulant, unspecified"
96971,9,Poisoning by caffeine
96972,9,Poisoning by amphetamines
96973,9,Poisoning by methylphenidate
96979,9,Poisoning by other psychostimulants
9698,9,Poisoning by other specified psychotropic agents
9699,9,Poisoning by unspecified psychotropic agent
9701,9,Poisoning by opiate antagonists
9708,9,Poisoning by other specified central nervous system stimulants
97081,9,Poisoning by cocaine
97089,9,Poisoning by other central nervous system stimulants
9709,9,Poisoning by unspecified central nervous system stimulant
9710,9,Poisoning by parasympathomimetics (cholinergics)
9711,9,Poisoning by parasympatholytics (anticholinergics and antimuscarinics) and spasmolytics
9712,9,Poisoning by sympathomimetics [adrenergics]
9713,9,Poisoning by sympatholytics [antiadrenergics]
9719,9,Poisoning by unspecified drug primarily affecting autonomic nervous system
9720,9,Poisoning by cardiac rhythm regulators
9721,9,Poisoning by cardiotonic glycosides and drugs of similar action
9722,9,Poisoning by antilipemic and antiarteriosclerotic drugs
9724,9,Poisoning by coronary vasodilators
9725,9,Poisoning by other vasodilators
9726,9,Poisoning by other antihypertensive agents
9729,9,Poisoning by other and unspecified agents primarily affecting the cardiovascular system
9730,9,Poisoning by antacids and antigastric secretion drugs
9731,9,Poisoning by irritant cathartics
9732,9,Poisoning by emollient cathartics
9733,9,"Poisoning by other cathartics, including intestinal atonia"
9735,9,Poisoning by antidiarrheal drugs
9738,9,Poisoning by other specified agents primarily affecting the gastrointestinal system
9743,9,Poisoning by saluretics
9744,9,Poisoning by other diuretics
9745,9,"Poisoning by electrolytic, caloric, and water-balance agents"
9747,9,Poisoning by uric acid metabolism drugs
9751,9,Poisoning by smooth muscle relaxants
9752,9,Poisoning by skeletal muscle relaxants
9753,9,Poisoning by other and unspecified drugs acting on muscles
9754,9,Poisoning by antitussives
9755,9,Poisoning by expectorants
9756,9,Poisoning by anti-common cold drugs
9757,9,Poisoning by antiasthmatics
9760,9,Poisoning by local anti-infectives and anti-inflammatory drugs
9761,9,Poisoning by antipruritics
9766,9,"Poisoning by anti-infectives and other drugs and preparations for ear, nose, and throat"
9770,9,Poisoning by dietetics
9773,9,Poisoning by alcohol deterrents
9778,9,Poisoning by other specified drugs and medicinal substances
9779,9,Poisoning by unspecified drug or medicinal substance
9783,9,Poisoning by plague vaccine
9800,9,Toxic effect of ethyl alcohol
9801,9,Toxic effect of methyl alcohol
9802,9,Toxic effect of isopropyl alcohol
9803,9,Toxic effect of fusel oil
9808,9,Toxic effect of other specified alcohols
9809,9,Toxic effect of unspecified alcohol
981,9,Toxic effect of petroleum products
9820,9,Toxic effect of benzene and homologues
9828,9,Toxic effect of other nonpetroleum-based solvents
9830,9,Toxic effect of corrosive aromatics
9831,9,Toxic effect of acids
9832,9,Toxic effect of caustic alkalis
9839,9,"Toxic effect of caustic, unspecified"
9840,9,Toxic effect of inorganic lead compounds
9858,9,Toxic effect of other specified metals
986,9,Toxic effect of carbon monoxide
9871,9,Toxic effect of other hydrocarbon gas
9875,9,Toxic effect of lacrimogenic gas
9878,9,"Toxic effect of other specified gases, fumes, or vapors"
9879,9,"Toxic effect of unspecified gas, fume, or vapor"
9880,9,Toxic effect of fish and shellfish eaten as food
9881,9,Toxic effect of mushrooms eaten as food
9882,9,Toxic effect of berries and other plants eaten as food
9894,9,"Toxic effect of other pesticides, not elsewhere classified"
9895,9,Toxic effect of venom
9896,9,Toxic effect of soaps and detergents
98982,9,Toxic effect of latex
98983,9,Toxic effect of silicone
98989,9,"Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified"
9899,9,"Toxic effect of unspecified substance, chiefly nonmedicinal as to source"
990,9,"Effects of radiation, unspecified"
9911,9,Frostbite of hand
9912,9,Frostbite of foot
9913,9,Frostbite of other and unspecified sites
9914,9,Immersion foot
9916,9,Hypothermia
9918,9,Other specified effects of reduced temperature
9919,9,Unspecified effect of reduced temperature
9920,9,Heat stroke and sunstroke
9921,9,Heat syncope
9925,9,"Heat exhaustion, unspecified"
9928,9,Other specified heat effects
9938,9,Other specified effects of air pressure
9941,9,Drowning and nonfatal submersion
9942,9,Effects of hunger
9945,9,Exhaustion due to excessive exertion
9946,9,Motion sickness
9947,9,Asphyxiation and strangulation
9948,9,Electrocution and nonfatal effects of electric current
9949,9,Other effects of external causes
9950,9,Other anaphylactic reaction
9951,9,"Angioneurotic edema, not elsewhere classified"
99524,9,Failed moderate sedation during procedure
99527,9,Other drug allergy
99529,9,"Unspecified adverse effect of other drug, medicinal and biological substance"
9953,9,"Allergy, unspecified, not elsewhere classified"
9954,9,"Shock due to anesthesia, not elsewhere classified"
99560,9,Anaphylactic reaction due to unspecified food
99561,9,Anaphylactic reaction due to peanuts
99562,9,Anaphylactic reaction due to crustaceans
99563,9,Anaphylactic reaction due to fruits and vegetables
99564,9,Anaphylactic reaction due to tree nuts and seeds
99565,9,Anaphylactic reaction due to fish
99567,9,Anaphylactic reaction due to milk products
99569,9,Anaphylactic reaction due to other specified food
9957,9,"Other adverse food reactions, not elsewhere classified"
99580,9,"Adult maltreatment, unspecified"
99581,9,Adult physical abuse
99582,9,Adult emotional/psychological abuse
99583,9,Adult sexual abuse
99584,9,Adult neglect (nutritional)
99585,9,Other adult abuse and neglect
99586,9,Malignant hyperthermia
99589,9,"Other specified adverse effects, not elsewhere classified"
